nb_clients,T,s,n_rounds,corrected_budget,build_seconds,solve_seconds,scip_seconds,status,objective_value,achieved_GHG
54,30,100,129,139.769022,0.0006834390806034207,34.52249545196537,,optimal_inaccurate,66.83986047095188,139.76867999999976
54,15,20,34,66.97742699999999,0.0005790080176666379,13.021460862015374,,optimal_inaccurate,61.4940075000088,66.97553399999997
54,15,40,54,66.78121199999998,0.0005459600361064076,20.113288847962394,,optimal_inaccurate,62.313534523744174,66.7808339998537
54,15,60,74,66.51276899999999,0.0005537959514185786,18.574087742017582,,optimal_inaccurate,62.58391248179976,66.5126639999999
54,15,80,94,66.31206599999999,0.0006382720312103629,24.82063125493005,,optimal_inaccurate,62.7359853240693,66.31178400023221
54,15,100,114,66.02428499999999,0.0008930210024118423,19.035040287068114,,optimal_inaccurate,62.88737139577599,66.02389499999997
54,5,20,24,18.734414999999995,0.0005887020379304886,20.437412761966698,,optimal_inaccurate,55.30301655208043,18.731856000000008
54,5,40,44,18.736274999999992,0.0005063110729679465,22.680666322936304,,optimal_inaccurate,55.948746066782206,18.734769000000018
54,5,60,64,18.306644999999993,0.000633952091448009,26.023981206002645,,optimal_inaccurate,56.05707766091439,18.30515700207368
54,5,80,84,18.185231999999996,0.0006243640091270208,44.271251042955555,,optimal_inaccurate,56.14309068634001,18.182469001655388
54,5,100,104,18.267449999999993,0.0007826039800420403,25.86772252304945,,optimal_inaccurate,56.25397515382816,18.266694
54,3,20,22,9.381371999999995,0.0005383440293371677,22.234582380973734,,optimal_inaccurate,51.994158858823695,9.381372000000008
54,3,40,42,9.382148999999995,0.0005082670832052827,20.70429599797353,,optimal_inaccurate,52.57986319057289,9.381923999999998
54,3,60,62,8.976971999999996,0.0005455040372908115,38.98501075000968,,optimal_inaccurate,52.54264833803658,8.975705999999999
54,3,80,82,8.938475999999996,0.0006292830221354961,54.015660188975744,,optimal_inaccurate,52.63956926533706,8.934378000000002
54,3,100,102,9.023576999999996,0.0006858479464426637,37.198684002039954,,optimal_inaccurate,52.77157246233901,9.023303999999996
